Id,Time[ns],Parallel: Items
4389,13324770.00000000000000000000,F3
4390,13324780.00000000000000000000,7C
4391,13327930.00000000000000000000,FE
4392,13327940.00000000000000000000,E6
4393,13331090.00000000000000000000,75
4394,13331100.00000000000000000000,11
4395,13334240.00000000000000000000,05
4396,13334250.00000000000000000000,04
4397,13337400.00000000000000000000,FD
4398,13340560.00000000000000000000,7E
4399,13340570.00000000000000000000,3A
4400,13343710.00000000000000000000,3B
4401,13343720.00000000000000000000,21
4402,13346870.00000000000000000000,25
4403,13350020.00000000000000000000,3D
4404,13350030.00000000000000000000,BC
4405,13350040.00000000000000000000,98
4406,13353180.00000000000000000000,5B
4407,13356340.00000000000000000000,D8
4408,13356350.00000000000000000000,98
4409,13359490.00000000000000000000,CD
4410,13359500.00000000000000000000,5D
4411,13359510.00000000000000000000,4D
4412,13362650.00000000000000000000,FC
4413,13362660.00000000000000000000,BC
4414,13365800.00000000000000000000,FC
4415,13365820.00000000000000000000,F8
4416,13368960.00000000000000000000,FC
4417,13368970.00000000000000000000,00
4418,13372120.00000000000000000000,99
4419,13375270.00000000000000000000,EF
4420,13375280.00000000000000000000,FF
4421,13375290.00000000000000000000,E7
4422,13378430.00000000000000000000,7F
4423,13378440.00000000000000000000,5B
4424,13381590.00000000000000000000,5C
4425,13381600.00000000000000000000,04
4426,13384740.00000000000000000000,4E
4427,13384760.00000000000000000000,4A
4428,13387900.00000000000000000000,77
4429,13387920.00000000000000000000,37
4430,13391050.00000000000000000000,77
4431,13391060.00000000000000000000,FF
4432,13391080.00000000000000000000,DB
4433,13394210.00000000000000000000,FB
4434,13394220.00000000000000000000,A8
4435,13397370.00000000000000000000,EA
4436,13400520.00000000000000000000,EE
4437,13400530.00000000000000000000,8F
4438,13403680.00000000000000000000,CF
4439,13403690.00000000000000000000,C3
4440,13406840.00000000000000000000,51
4441,13406850.00000000000000000000,11
4442,13409990.00000000000000000000,C5
4443,13410000.00000000000000000000,D5
4444,13410010.00000000000000000000,C5
4445,13413150.00000000000000000000,C4
4446,13413160.00000000000000000000,84
4447,13416300.00000000000000000000,94
4448,13416310.00000000000000000000,1D
4449,13419460.00000000000000000000,3D
4450,13419480.00000000000000000000,35
4451,13422620.00000000000000000000,75
4452,13422630.00000000000000000000,51
4453,13425770.00000000000000000000,79
4454,13425780.00000000000000000000,F9
4455,13428930.00000000000000000000,7D
4456,13428940.00000000000000000000,64
4457,13432090.00000000000000000000,E6
4458,13432100.00000000000000000000,A6
4459,13435240.00000000000000000000,AF
4460,13435250.00000000000000000000,AD
4461,13438400.00000000000000000000,2D
4462,13438410.00000000000000000000,21
4463,13441550.00000000000000000000,71
4464,13441560.00000000000000000000,74
4465,13441570.00000000000000000000,54
4466,13444710.00000000000000000000,F6
4467,13447870.00000000000000000000,7C
4468,13447880.00000000000000000000,4C
4469,13451020.00000000000000000000,3C
4470,13451030.00000000000000000000,7D
4471,13451040.00000000000000000000,39
4472,13454180.00000000000000000000,77
4473,13457340.00000000000000000000,F7
4474,13457350.00000000000000000000,97
4475,13460490.00000000000000000000,D7
4476,13460500.00000000000000000000,46
4477,13460510.00000000000000000000,42
4478,13463650.00000000000000000000,57
4479,13466810.00000000000000000000,85
4480,13466820.00000000000000000000,81
4481,13469960.00000000000000000000,C1
4482,13473120.00000000000000000000,62
4483,13473130.00000000000000000000,22
4484,13476270.00000000000000000000,B2
4485,13476280.00000000000000000000,B0
4486,13479430.00000000000000000000,B8
4487,13479440.00000000000000000000,88
4488,13482590.00000000000000000000,2C
4489,13482600.00000000000000000000,24
4490,13485740.00000000000000000000,64
4491,13485750.00000000000000000000,60
4492,13485760.00000000000000000000,40
4493,13488900.00000000000000000000,EA
4494,13492060.00000000000000000000,E8
4495,13492070.00000000000000000000,E0
4496,13495210.00000000000000000000,2F
4497,13498370.00000000000000000000,FF
4498,13498390.00000000000000000000,FB
4499,13501520.00000000000000000000,FF
4500,13501530.00000000000000000000,74
4501,13501540.00000000000000000000,34
4502,13504680.00000000000000000000,37
4503,13504690.00000000000000000000,03
4504,13507840.00000000000000000000,EB
4505,13510990.00000000000000000000,EF
4506,13511010.00000000000000000000,E7
4507,13514150.00000000000000000000,75
4508,13514160.00000000000000000000,71
4509,13517310.00000000000000000000,40
4510,13520460.00000000000000000000,65
4511,13523620.00000000000000000000,7E
4512,13526780.00000000000000000000,1C
4513,13529930.00000000000000000000,5B
4514,13529940.00000000000000000000,4B
4515,13533090.00000000000000000000,E8
4516,13533100.00000000000000000000,A8
4517,13536240.00000000000000000000,9F
4518,13536250.00000000000000000000,37
4519,13536260.00000000000000000000,17
4520,13539400.00000000000000000000,DE
4521,13539410.00000000000000000000,CE
4522,13539420.00000000000000000000,CA
4523,13542560.00000000000000000000,4C
4524,13542570.00000000000000000000,44
4525,13545710.00000000000000000000,2F
4526,13548870.00000000000000000000,EC
4527,13548880.00000000000000000000,E4
4528,13548890.00000000000000000000,C4
4529,13552020.00000000000000000000,DC
4530,13555180.00000000000000000000,DE
4531,13555190.00000000000000000000,92
4532,13558340.00000000000000000000,F9
4533,13561490.00000000000000000000,FD
4534,13561500.00000000000000000000,BC
4535,13564650.00000000000000000000,7C
4536,13567810.00000000000000000000,FD
4537,13567820.00000000000000000000,F5
4538,13570960.00000000000000000000,F7
4539,13570970.00000000000000000000,C2
4540,13574120.00000000000000000000,57
4541,13577270.00000000000000000000,D7
4542,13577280.00000000000000000000,92
4543,13580430.00000000000000000000,D1
4544,13583590.00000000000000000000,F9
4545,13583600.00000000000000000000,A9
4546,13586740.00000000000000000000,AB
4547,13586750.00000000000000000000,2B
4548,13586760.00000000000000000000,23
4549,13589900.00000000000000000000,2B
4550,13593050.00000000000000000000,7B
4551,13593060.00000000000000000000,7D
4552,13599380.00000000000000000000,2D
4553,13602520.00000000000000000000,BD
4554,13602530.00000000000000000000,9D
4555,13605680.00000000000000000000,BC
4556,13608830.00000000000000000000,FC
4557,13608840.00000000000000000000,6F
4558,13608850.00000000000000000000,43
4559,13611990.00000000000000000000,DB
4560,13612000.00000000000000000000,DA
4561,13615150.00000000000000000000,7A
4562,13615160.00000000000000000000,62
4563,13618300.00000000000000000000,6A
4564,13618310.00000000000000000000,AA
4565,13621460.00000000000000000000,2B
4566,13621470.00000000000000000000,0B
4567,13624620.00000000000000000000,1F
4568,13624630.00000000000000000000,17
4569,13627770.00000000000000000000,7F
4570,13630930.00000000000000000000,FB
4571,13634090.00000000000000000000,FF
4572,13634100.00000000000000000000,97
4573,13637240.00000000000000000000,B7
4574,13637250.00000000000000000000,22
4575,13640400.00000000000000000000,72
4576,13640420.00000000000000000000,52
4577,13643550.00000000000000000000,76
4578,13643560.00000000000000000000,35
4579,13646720.00000000000000000000,05
4580,13649870.00000000000000000000,67
4581,13649880.00000000000000000000,63
4582,13653020.00000000000000000000,7B
4583,13653030.00000000000000000000,1B
4584,13656180.00000000000000000000,3F
4585,13656200.00000000000000000000,37
4586,13659340.00000000000000000000,B6
4587,13659350.00000000000000000000,82
4588,13662490.00000000000000000000,F6
4589,13662500.00000000000000000000,76
4590,13665650.00000000000000000000,77
4591,13665660.00000000000000000000,03
4592,13668800.00000000000000000000,43
4593,13668810.00000000000000000000,4F
4594,13671960.00000000000000000000,7F
4595,13671970.00000000000000000000,7E
4596,13675120.00000000000000000000,7D
4597,13675130.00000000000000000000,31
4598,13678270.00000000000000000000,B5
4599,13681430.00000000000000000000,77
4600,13681440.00000000000000000000,53
4601,13684580.00000000000000000000,73
4602,13684590.00000000000000000000,B5
4603,13687740.00000000000000000000,F7
4604,13687750.00000000000000000000,E2
4605,13690900.00000000000000000000,E5
4606,13690910.00000000000000000000,C5
4607,13694050.00000000000000000000,D5
4608,13694060.00000000000000000000,57
4609,13694070.00000000000000000000,17
4610,13697220.00000000000000000000,02
4611,13700370.00000000000000000000,5B
4612,13703520.00000000000000000000,FB
4613,13703530.00000000000000000000,FA
4614,13706680.00000000000000000000,7B
4615,13709840.00000000000000000000,7C
4616,13709850.00000000000000000000,4C
4617,13712990.00000000000000000000,6C
4618,13713010.00000000000000000000,2C
4619,13716150.00000000000000000000,F9
4620,13716160.00000000000000000000,D9
4621,13719300.00000000000000000000,FB
4622,13719310.00000000000000000000,7A
4623,13719320.00000000000000000000,6A
4624,13722460.00000000000000000000,E9
4625,13722470.00000000000000000000,81
4626,13725620.00000000000000000000,C3
4627,13728770.00000000000000000000,C7
4628,13728780.00000000000000000000,44
4629,13731930.00000000000000000000,FD
4630,13731940.00000000000000000000,BD
4631,13735090.00000000000000000000,BC
4632,13735100.00000000000000000000,B8
4633,13738240.00000000000000000000,35
4634,13741400.00000000000000000000,BD
4635,13741410.00000000000000000000,A9
4636,13744550.00000000000000000000,AD
4637,13744560.00000000000000000000,2C
4638,13747710.00000000000000000000,E6
4639,13747720.00000000000000000000,E2
4640,13750870.00000000000000000000,60
4641,13754020.00000000000000000000,DA
4642,13757180.00000000000000000000,FE
4643,13760340.00000000000000000000,7E
4644,13760350.00000000000000000000,26
4645,13763490.00000000000000000000,87
4646,13763500.00000000000000000000,85
4647,13766650.00000000000000000000,06
4648,13766660.00000000000000000000,02
4649,13769800.00000000000000000000,32
4650,13769810.00000000000000000000,B3
4651,13772960.00000000000000000000,3F
4652,13772970.00000000000000000000,0F
4653,13776120.00000000000000000000,0C
4654,13779270.00000000000000000000,6C
4655,13779280.00000000000000000000,6D
4656,13782430.00000000000000000000,6E
4657,13782440.00000000000000000000,0E
4658,13785580.00000000000000000000,2E
4659,13785590.00000000000000000000,2C
4660,13785600.00000000000000000000,20
4661,13788740.00000000000000000000,B9
4662,13791900.00000000000000000000,7B
4663,13791910.00000000000000000000,73
4664,13795050.00000000000000000000,F3
4665,13795060.00000000000000000000,92
4666,13798210.00000000000000000000,B1
4667,13801380.00000000000000000000,A1
4668,13804530.00000000000000000000,A0
4669,13807680.00000000000000000000,BB
4670,13810830.00000000000000000000,FB
4671,13810840.00000000000000000000,F9
4672,13810850.00000000000000000000,E1
4673,13813990.00000000000000000000,E5
4674,13814000.00000000000000000000,E4
4675,13817150.00000000000000000000,64
4676,13817160.00000000000000000000,44
4677,13820300.00000000000000000000,56
4678,13820310.00000000000000000000,D6
4679,13820320.00000000000000000000,92
4680,13823460.00000000000000000000,57
4681,13826620.00000000000000000000,FE
4682,13826630.00000000000000000000,AE
4683,13829770.00000000000000000000,EE
4684,13829780.00000000000000000000,E2
4685,13829790.00000000000000000000,C2
4686,13832930.00000000000000000000,7C
4687,13832940.00000000000000000000,3C
4688,13836080.00000000000000000000,7C
4689,13836100.00000000000000000000,64
4690,13839240.00000000000000000000,DE
4691,13842400.00000000000000000000,5F
4692,13842410.00000000000000000000,03
4693,13845550.00000000000000000000,13
4694,13845560.00000000000000000000,90
4695,13848710.00000000000000000000,F1
4696,13851870.00000000000000000000,79
4697,13851880.00000000000000000000,69
4698,13855020.00000000000000000000,6D
4699,13855030.00000000000000000000,6C
4700,13855040.00000000000000000000,24
4701,13858180.00000000000000000000,3D
4702,13858190.00000000000000000000,1D
4703,13861330.00000000000000000000,7D
4704,13861340.00000000000000000000,7F
4705,13861350.00000000000000000000,6B
4706,13864490.00000000000000000000,6F
4707,13864500.00000000000000000000,64
4708,13864510.00000000000000000000,24
4709,13867650.00000000000000000000,75
4710,13867660.00000000000000000000,51
4711,13870800.00000000000000000000,F3
4712,13870810.00000000000000000000,FE
4713,13873970.00000000000000000000,02
4714,13877120.00000000000000000000,B3
4715,13880270.00000000000000000000,F7
4716,13880280.00000000000000000000,74
4717,13880290.00000000000000000000,54
4718,13883430.00000000000000000000,DC
4719,13883440.00000000000000000000,88
4720,13886580.00000000000000000000,C8
4721,13886590.00000000000000000000,C9
4722,13889740.00000000000000000000,77
4723,13892900.00000000000000000000,FD
4724,13892910.00000000000000000000,A9
4725,13896050.00000000000000000000,EB
4726,13896060.00000000000000000000,CB
4727,13899210.00000000000000000000,DD
4728,13899220.00000000000000000000,D4
4729,13902370.00000000000000000000,DE
4730,13902380.00000000000000000000,9A
4731,13905520.00000000000000000000,DA
4732,13905530.00000000000000000000,58
4733,13908680.00000000000000000000,DA
4734,13908690.00000000000000000000,8A
4735,13911840.00000000000000000000,0C
4736,13914990.00000000000000000000,75
4737,13915000.00000000000000000000,7D
4738,13915010.00000000000000000000,75
4739,13918150.00000000000000000000,76
4740,13918160.00000000000000000000,42
4741,13921300.00000000000000000000,7A
4742,13921310.00000000000000000000,78
4743,13924460.00000000000000000000,FA
4744,13924470.00000000000000000000,92
4745,13927620.00000000000000000000,73
4746,13927630.00000000000000000000,63
4747,13930770.00000000000000000000,9F
4748,13933930.00000000000000000000,3E
4749,13933940.00000000000000000000,2E
4750,13937080.00000000000000000000,7E
4751,13937090.00000000000000000000,7D
4752,13937100.00000000000000000000,79
4753,13940240.00000000000000000000,F9
4754,13940250.00000000000000000000,B0
4755,13943400.00000000000000000000,78
4756,13943410.00000000000000000000,48
4757,13946550.00000000000000000000,6C
4758,13946570.00000000000000000000,64
4759,13949710.00000000000000000000,E6
4760,13949720.00000000000000000000,C6
4761,13952870.00000000000000000000,66
4762,13952880.00000000000000000000,26
4763,13956020.00000000000000000000,B7
4764,13956030.00000000000000000000,B5
4765,13959190.00000000000000000000,B1
4766,13962330.00000000000000000000,F1
4767,13962340.00000000000000000000,72
4768,13962350.00000000000000000000,62
4769,13965490.00000000000000000000,E6
4770,13965500.00000000000000000000,A4
4771,13968650.00000000000000000000,F4
4772,13968660.00000000000000000000,D0
4773,13971800.00000000000000000000,D8
4774,13971810.00000000000000000000,C8
4775,13974960.00000000000000000000,F5
4776,13974970.00000000000000000000,FD
4777,13974980.00000000000000000000,F5
4778,13978120.00000000000000000000,BF
4779,13981270.00000000000000000000,FF
4780,13981280.00000000000000000000,C2
4781,13984430.00000000000000000000,EB
4782,13984440.00000000000000000000,AB
4783,13987580.00000000000000000000,BB
4784,13987590.00000000000000000000,BA
4785,13987600.00000000000000000000,92
